trimestre,anno,operador,valor,tri_ingresos_total_trimestre,tri_cuota_ingresos_trimestre,num_trim,inf_bam_lineas,inf_bam_trafico_datos,inf_estaciones_base,inf_nodos_radio,men_portab_moviles,men_baf_lineas_media,an_gen_ingresos_minorista,an_gen_empleados,an_gen_inversiones,an_merc_baf_lineas,an_merc_mov_lineas,an_merc_bam_lineas,an_merc_mov_clientes,prov_baf_lineas_total,prov_baf_pen_media,prov_baf_pen_std,valor_lag1,valor_lag4,arpu_mov_anual,trafico_datos_por_linea_bam
2010T2,2010,Vodafone,1300.87,8244.29,0.15779042221949977,2,11787325.0,492509.59,56606.0,3091.0,627021.0,1005555.0,5113.33,4421.0,674.72,742173.0,15594874.0,3669510.0,0.0,742173.0,1.2653846153846153,0.4902518821931913,1227.52,1358.18,0.0,0.04178298214395548
2010T3,2010,Vodafone,1288.62,8061.93,0.1598401375353048,3,11787325.0,492509.59,56606.0,3091.0,654151.0,1005555.0,5113.33,4421.0,674.72,742173.0,15594874.0,3669510.0,0.0,742173.0,1.2653846153846153,0.4902518821931913,1300.87,1365.87,0.0,0.04178298214395548
2010T4,2010,Vodafone,1277.75,8281.970000000001,0.15428092591496947,4,11787325.0,492509.59,56606.0,3091.0,746682.0,1005555.0,5113.33,4421.0,674.72,742173.0,15594874.0,3669510.0,0.0,742173.0,1.2653846153846153,0.4902518821931913,1288.62,1368.99,0.0,0.04178298214395548
2011T1,2011,Vodafone,1223.14,7842.34,0.155966203964633,1,11787325.0,492509.59,56606.0,3091.0,863519.0,1005555.0,4815.22,4392.0,573.17,845817.0,15306527.0,4651457.0,0.0,845817.0,1.4249999999999998,0.4793275518481952,1277.75,1227.52,0.0,0.04178298214395548
2011T2,2011,Vodafone,1191.29,7893.9,0.1509127300827221,2,11787325.0,492509.59,56606.0,3091.0,715831.0,1005555.0,4815.22,4392.0,573.17,845817.0,15306527.0,4651457.0,0.0,845817.0,1.4249999999999998,0.4793275518481952,1223.14,1300.87,0.0,0.04178298214395548
2011T3,2011,Vodafone,1235.72,7678.09,0.16094106737482888,3,11787325.0,492509.59,56606.0,3091.0,807284.0,1005555.0,4815.22,4392.0,573.17,845817.0,15306527.0,4651457.0,0.0,845817.0,1.4249999999999998,0.4793275518481952,1191.29,1288.62,0.0,0.04178298214395548
2011T4,2011,Vodafone,1201.01,7857.62,0.1528465362285272,4,11787325.0,492509.59,56606.0,3091.0,807900.0,1005555.0,4815.22,4392.0,573.17,845817.0,15306527.0,4651457.0,0.0,845817.0,1.4249999999999998,0.4793275518481952,1235.72,1277.75,0.0,0.04178298214395548
2012T1,2012,Vodafone,1110.91,7294.14,0.15230171068830595,1,11787325.0,492509.59,56606.0,3091.0,845952.0,1005555.0,4362.69,4206.0,588.2,773647.0,13698753.0,6825947.0,0.0,773647.0,1.2673076923076925,0.43010311296572296,1201.01,1223.14,0.0,0.04178298214395548
2012T2,2012,Vodafone,1035.27,7156.88,0.14465381562915683,2,11787325.0,492509.59,56606.0,3091.0,510444.0,1005555.0,4362.69,4206.0,588.2,773647.0,13698753.0,6825947.0,0.0,773647.0,1.2673076923076925,0.43010311296572296,1110.91,1191.29,0.0,0.04178298214395548
2012T3,2012,Vodafone,1065.45,6903.05,0.15434481859467916,3,11787325.0,492509.59,56606.0,3091.0,587084.0,1005555.0,4362.69,4206.0,588.2,773647.0,13698753.0,6825947.0,0.0,773647.0,1.2673076923076925,0.43010311296572296,1035.27,1235.72,0.0,0.04178298214395548
2012T4,2012,Vodafone,1072.75,7082.76,0.15145931811892538,4,11787325.0,492509.59,56606.0,3091.0,691363.0,1005555.0,4362.69,4206.0,588.2,773647.0,13698753.0,6825947.0,0.0,773647.0,1.2673076923076925,0.43010311296572296,1065.45,1201.01,0.0,0.04178298214395548
2013T1,2013,Vodafone,995.5,6534.01,0.15235666918171228,1,11787325.0,492509.59,56606.0,3091.0,782468.0,1005555.0,3889.9,3614.0,489.97,954606.0,12440431.0,8022395.0,0.0,954606.0,1.6961538461538461,0.559748381308132,1072.75,1110.91,0.0,0.04178298214395548
2013T2,2013,Vodafone,983.03,6664.99,0.1474915941359252,2,11787325.0,492509.59,56606.0,3091.0,709333.0,1005555.0,3889.9,3614.0,489.97,954606.0,12440431.0,8022395.0,0.0,954606.0,1.6961538461538461,0.559748381308132,995.5,1035.27,0.0,0.04178298214395548
2013T3,2013,Vodafone,966.39,6451.23,0.14979934059086408,3,11787325.0,492509.59,56606.0,3091.0,648696.0,1005555.0,3889.9,3614.0,489.97,954606.0,12440431.0,8022395.0,0.0,954606.0,1.6961538461538461,0.559748381308132,983.03,1065.45,0.0,0.04178298214395548
2013T4,2013,Vodafone,975.23,6742.71,0.14463472402046063,4,11787325.0,492509.59,56606.0,3091.0,660075.0,1005555.0,3889.9,3614.0,489.97,954606.0,12440431.0,8022395.0,0.0,954606.0,1.6961538461538461,0.559748381308132,966.39,1072.75,0.0,0.04178298214395548
2014T1,2014,Vodafone,895.61,6190.26,0.14468051422718917,1,11787325.0,492509.59,56606.0,3091.0,731703.0,1005555.0,3426.09,3634.0,816.82,1140846.0,12150803.0,9037988.0,0.0,1140846.0,1.5290322580645161,0.8812039262271227,975.23,995.5,0.0,0.04178298214395548
2014T2,2014,Vodafone,837.62,6162.58,0.13592034505028738,2,11787325.0,492509.59,56606.0,3091.0,569152.0,530113.8333333334,3426.09,3634.0,816.82,1140846.0,12150803.0,9037988.0,0.0,1140846.0,1.5290322580645161,0.8812039262271227,895.61,983.03,0.0,0.04178298214395548
2014T3,2014,Vodafone,1150.84,5944.42,0.19360004844879736,3,11787325.0,492509.59,56606.0,3091.0,728877.0,892918.5555555555,3426.09,3634.0,816.82,1140846.0,12150803.0,9037988.0,0.0,1140846.0,1.5290322580645161,0.8812039262271227,837.62,966.39,0.0,0.04178298214395548
2014T4,2014,Vodafone,1190.03,6359.17,0.18713605706405081,4,11787325.0,492509.59,56606.0,3091.0,811135.0,921706.0,3426.09,3634.0,816.82,1140846.0,12150803.0,9037988.0,0.0,1140846.0,1.5290322580645161,0.8812039262271227,1150.84,975.23,0.0,0.04178298214395548
2015T1,2015,Vodafone,1175.61,5959.72,0.19725926721389592,1,11787325.0,492509.59,56606.0,3091.0,802349.0,934924.5555555555,4759.78,5704.0,1721.59,2959376.0,13767679.0,10906478.0,0.0,2959376.0,2.283471074380165,2.2158274266226154,1190.03,895.61,0.0,0.04178298214395548
2015T2,2015,Vodafone,1168.69,6123.11,0.19086542622948144,2,11787325.0,492509.59,56606.0,3091.0,647227.0,946405.5555555555,4759.78,5704.0,1721.59,2959376.0,13767679.0,10906478.0,0.0,2959376.0,2.283471074380165,2.2158274266226154,1175.61,837.62,0.0,0.04178298214395548
2015T3,2015,Vodafone,1187.16,6006.46,0.19764719984816348,3,11787325.0,492509.59,56606.0,3091.0,737163.0,952820.6666666666,4759.78,5704.0,1721.59,2959376.0,13767679.0,10906478.0,0.0,2959376.0,2.283471074380165,2.2158274266226154,1168.69,1150.84,0.0,0.04178298214395548
2015T4,2015,Vodafone,1201.86,6229.639999999999,0.19292607598512915,4,11787325.0,492509.59,56606.0,3091.0,721380.0,980269.6666666666,4759.78,5704.0,1721.59,2959376.0,13767679.0,10906478.0,0.0,2959376.0,2.283471074380165,2.2158274266226154,1187.16,1190.03,0.0,0.04178298214395548
2016T1,2016,Vodafone,1164.81,5935.200000000001,0.19625454913061055,1,11787325.0,492509.59,56606.0,3091.0,729691.0,1001175.6666666666,4697.13,5095.0,1138.93,3158406.0,14328275.0,11685701.0,0.0,3158406.0,2.134965034965035,2.3008038626231913,1201.86,1175.61,0.0,0.04178298214395548
2016T2,2016,Vodafone,1186.62,6136.7,0.19336451187120113,2,11787325.0,492509.59,56606.0,3091.0,761979.0,1007904.7777777778,4697.13,5095.0,1138.93,3158406.0,14328275.0,11685701.0,0.0,3158406.0,2.134965034965035,2.3008038626231913,1164.81,1168.69,0.0,0.04178298214395548
2016T3,2016,Vodafone,1190.39,6036.61,0.19719511447650256,3,11787325.0,492509.59,56606.0,3091.0,752984.0,1011918.2222222222,4697.13,5095.0,1138.93,3158406.0,14328275.0,11685701.0,0.0,3158406.0,2.134965034965035,2.3008038626231913,1186.62,1187.16,0.0,0.04178298214395548
2016T4,2016,Vodafone,1205.03,6352.95,0.1896803847031694,4,11787325.0,492509.59,56606.0,3091.0,771839.0,1041637.3333333334,4697.13,5095.0,1138.93,3158406.0,14328275.0,11685701.0,0.0,3158406.0,2.134965034965035,2.3008038626231913,1190.39,1201.86,0.0,0.04178298214395548
2017T1,2017,Vodafone,1175.43,6043.02,0.19451036071368288,1,11787325.0,492509.59,56606.0,3091.0,810920.0,1070161.3333333333,4687.02,5034.0,796.73,3355692.0,14295202.0,11839213.0,0.0,3355692.0,2.072258064516129,2.1721835170333916,1205.03,1164.81,0.0,0.04178298214395548
2017T2,2017,Vodafone,1183.95,6240.780000000001,0.1897118629402094,2,11787325.0,492509.59,56606.0,3091.0,718125.0,1081278.3333333333,4687.02,5034.0,796.73,3355692.0,14295202.0,11839213.0,0.0,3355692.0,2.072258064516129,2.1721835170333916,1175.43,1186.62,0.0,0.04178298214395548
2017T3,2017,Vodafone,1206.85,6160.889999999999,0.19588890566135736,3,11787325.0,492509.59,56606.0,3091.0,843030.0,1086747.5555555555,4687.02,5034.0,796.73,3355692.0,14295202.0,11839213.0,0.0,3355692.0,2.072258064516129,2.1721835170333916,1183.95,1190.39,0.0,0.04178298214395548
2017T4,2017,Vodafone,1201.13,6460.870000000001,0.18590839933321673,4,11787325.0,492509.59,56606.0,3091.0,1033879.0,1116081.5555555555,4687.02,5034.0,796.73,3355692.0,14295202.0,11839213.0,0.0,3355692.0,2.072258064516129,2.1721835170333916,1206.85,1205.03,0.0,0.04178298214395548
2018T1,2018,Vodafone,1130.55,6126.73,0.1845274722404937,1,11787325.0,492509.59,56606.0,3091.0,913040.0,1114929.2222222222,4491.82,5165.0,996.85,3216202.0,14182154.0,11753744.0,0.0,3216202.0,2.160839160839161,1.9359837534615048,1201.13,1175.43,0.0,0.04178298214395548
2018T2,2018,Vodafone,1150.94,6322.700000000001,0.18203299223433025,2,11787325.0,492509.59,56606.0,3091.0,936299.0,1104939.3333333333,4491.82,5165.0,996.85,3216202.0,14182154.0,11753744.0,0.0,3216202.0,2.160839160839161,1.9359837534615048,1130.55,1183.95,0.0,0.04178298214395548
2018T3,2018,Vodafone,1116.77,6066.049999999999,0.18410168066534238,3,11787325.0,492509.59,56606.0,3091.0,1077751.0,1082001.5555555555,4491.82,5165.0,996.85,3216202.0,14182154.0,11753744.0,0.0,3216202.0,2.160839160839161,1.9359837534615048,1150.94,1206.85,0.0,0.04178298214395548
2018T4,2018,Vodafone,1091.81,6406.96,0.1704099916340979,4,11787325.0,492509.59,56606.0,3091.0,966879.0,1073456.2222222222,4491.82,5165.0,996.85,3216202.0,14182154.0,11753744.0,0.0,3216202.0,2.160839160839161,1.9359837534615048,1116.77,1201.13,0.0,0.04178298214395548
2019T1,2019,Vodafone,1066.71,6156.68,0.1732605884989962,1,11787325.0,492509.59,56606.0,3091.0,922228.0,1073247.4444444445,4131.06,4246.0,736.24,3171839.0,14274677.0,11827920.0,0.0,3171839.0,2.1447552447552445,1.9491304786421035,1091.81,1130.55,0.0,0.04178298214395548
2019T2,2019,Vodafone,1010.84,6207.2699999999995,0.16284775754880973,2,11787325.0,492509.59,56606.0,3091.0,824337.0,1062719.7777777778,4131.06,4246.0,736.24,3171839.0,14274677.0,11827920.0,0.0,3171839.0,2.1447552447552445,1.9491304786421035,1066.71,1150.94,0.0,0.04178298214395548
2019T3,2019,Vodafone,1010.16,6000.469999999999,0.16834681283299477,3,11787325.0,492509.59,56606.0,3091.0,927134.0,1050771.4444444445,4131.06,4246.0,736.24,3171839.0,14274677.0,11827920.0,0.0,3171839.0,2.1447552447552445,1.9491304786421035,1010.84,1116.77,0.0,0.04178298214395548
2019T4,2019,Vodafone,1047.37,6377.77,0.16422197727418827,4,11787325.0,492509.59,56606.0,3091.0,950924.0,1058099.4444444445,4131.06,4246.0,736.24,3171839.0,14274677.0,11827920.0,0.0,3171839.0,2.1447552447552445,1.9491304786421035,1010.16,1091.81,0.0,0.04178298214395548
2020T1,2020,Vodafone,952.8,5875.04,0.16217761921620957,1,11787325.0,492509.59,56606.0,3091.0,830917.0,1057192.4444444445,3811.44,4260.0,824.67,3207984.0,14570238.0,12155144.0,0.0,3207984.0,2.0686274509803924,1.9774209209098639,1047.37,1066.71,0.0,0.04178298214395548
2020T2,2020,Vodafone,915.61,5506.59,0.16627531739243342,2,11787325.0,492509.59,56606.0,3091.0,476586.0,1062943.111111111,3811.44,4260.0,824.67,3207984.0,14570238.0,12155144.0,0.0,3207984.0,2.0686274509803924,1.9774209209098639,952.8,1010.84,0.0,0.04178298214395548
2020T3,2020,Vodafone,972.18,5745.799999999999,0.16919837098402313,3,11787325.0,492509.59,56606.0,3091.0,965160.0,1067768.3333333333,3811.44,4260.0,824.67,3207984.0,14570238.0,12155144.0,0.0,3207984.0,2.0686274509803924,1.9774209209098639,915.61,1010.16,0.0,0.04178298214395548
2020T4,2020,Vodafone,976.32,6027.1,0.16198835260738995,4,11787325.0,492509.59,56606.0,3091.0,1043115.0,1074490.3333333333,3811.44,4260.0,824.67,3207984.0,14570238.0,12155144.0,0.0,3207984.0,2.0686274509803924,1.9774209209098639,972.18,1047.37,0.0,0.04178298214395548
2021T1,2021,Vodafone,968.73,5620.51,0.1723562452517654,1,11787325.0,492509.59,56606.0,3091.0,1018026.0,1066354.0,3927.22,4093.0,1067.01,3060617.0,15206719.0,12906428.0,0.0,3060617.0,2.0727272727272728,1.9160619023999261,976.32,952.8,0.0,0.04178298214395548
2021T2,2021,Vodafone,959.02,5711.33,0.16791535421696874,2,11787325.0,492509.59,56606.0,3091.0,846597.0,1054849.0,3927.22,4093.0,1067.01,3060617.0,15206719.0,12906428.0,0.0,3060617.0,2.0727272727272728,1.9160619023999261,968.73,915.61,0.0,0.04178298214395548
2021T3,2021,Vodafone,973.76,5549.75,0.1754601558628767,3,11787325.0,492509.59,56606.0,3091.0,905272.0,1037302.7777777778,3927.22,4093.0,1067.01,3060617.0,15206719.0,12906428.0,0.0,3060617.0,2.0727272727272728,1.9160619023999261,959.02,972.18,0.0,0.04178298214395548
2021T4,2021,Vodafone,990.83,6100.32,0.16242262700973065,4,11787325.0,492509.59,56606.0,3091.0,899396.0,1025913.3333333334,3927.22,4093.0,1067.01,3060617.0,15206719.0,12906428.0,0.0,3060617.0,2.0727272727272728,1.9160619023999261,973.76,976.32,0.0,0.04178298214395548
2022T1,2022,Vodafone,918.15,5699.9,0.16108177336444499,1,11787325.0,492509.59,56606.0,3091.0,836577.0,1012889.3333333334,3563.61,4088.0,676.11,2962106.0,15449801.0,12607701.0,0.0,2962106.0,2.00979020979021,1.9014195840348769,990.83,968.73,0.0,0.04178298214395548
2022T2,2022,Vodafone,889.15,5673.99,0.15670630367695396,2,11787325.0,492509.59,56606.0,3091.0,735590.0,1003501.7777777778,3563.61,4088.0,676.11,2962106.0,15449801.0,12607701.0,0.0,2962106.0,2.00979020979021,1.9014195840348769,918.15,959.02,0.0,0.04178298214395548
2022T3,2022,Vodafone,875.0,5535.74,0.1580637818972712,3,11787325.0,492509.59,56606.0,3091.0,748559.0,995662.0,3563.61,4088.0,676.11,2962106.0,15449801.0,12607701.0,0.0,2962106.0,2.00979020979021,1.9014195840348769,889.15,973.76,0.0,0.04178298214395548
2022T4,2022,Vodafone,883.24,6069.53,0.1455203285921645,4,12116728.0,475994.39999999997,56175.0,4201.0,733886.0,990386.3333333334,3563.61,4088.0,676.11,2962106.0,15449801.0,12607701.0,0.0,2962106.0,2.00979020979021,1.9014195840348769,875.0,990.83,0.0,0.039284070749132934
2023T1,2023,Vodafone,902.68,5624.21,0.1604989856353159,1,12158977.0,476806.15,56230.0,4616.0,738081.0,756153.9166666666,3540.1,3771.0,558.0,2876719.0,15795962.0,12839453.0,0.0,2876719.0,1.4487179487179487,1.7345298235247504,883.24,918.15,0.0,0.03921433110696731
2023T2,2023,Vodafone,887.81,5646.11,0.1572427742286282,2,12558336.0,518612.56,56831.0,5471.0,668234.0,737865.6666666666,3540.1,3771.0,558.0,2876719.0,15795962.0,12839453.0,0.0,2876719.0,1.4487179487179487,1.7345298235247504,902.68,889.15,0.0,0.04129628001671559
2023T3,2023,Vodafone,883.97,5557.14,0.15906923345461874,3,13622715.0,580004.04,56006.0,6262.0,599635.0,727556.4166666666,3540.1,3771.0,558.0,2876719.0,15795962.0,12839453.0,0.0,2876719.0,1.4487179487179487,1.7345298235247504,887.81,875.0,0.0,0.04257624416278253
2023T4,2023,Vodafone,905.03,6014.7300000000005,0.1504689321050155,4,13714223.0,530762.91,56377.0,6735.0,622778.0,721767.0,3540.1,3771.0,558.0,2876719.0,15795962.0,12839453.0,0.0,2876719.0,1.4487179487179487,1.7345298235247504,883.97,883.24,0.0,0.03870163916687078
2024T1,2024,Vodafone,822.17,5658.139999999999,0.14530746853206178,1,13573245.0,540885.38,56868.0,7537.0,644293.0,710515.0833333334,3235.07,2423.0,416.91,2615442.0,14126087.0,11592538.0,0.0,2876719.0,1.4487179487179487,1.7345298235247504,905.03,902.68,0.0,0.03984937868578958
2024T2,2024,Vodafone,820.17,5563.58,0.14741766991757105,2,13810830.0,534862.97,56360.0,8052.0,634038.0,702166.4166666666,3235.07,2423.0,416.91,2615442.0,14126087.0,11592538.0,0.0,2876719.0,1.4487179487179487,1.7345298235247504,822.17,887.81,0.0,0.038727793333202996
2024T3,2024,Vodafone,803.09,5516.96,0.14556748644180853,3,14566109.0,572735.83,56470.0,8779.0,649647.0,704653.25,3235.07,2423.0,416.91,2615442.0,14126087.0,11592538.0,0.0,2876719.0,1.4487179487179487,1.7345298235247504,820.17,883.97,0.0,0.039319754506848735
2024T4,2024,Vodafone,792.31,5882.75,0.13468360885640218,4,14512219.0,508233.51999999996,47497.0,9591.0,581904.0,653490.3333333334,3235.07,2423.0,416.91,2615442.0,14126087.0,11592538.0,0.0,2876719.0,1.4487179487179487,1.7345298235247504,803.09,905.03,0.0,0.0350210756880116
2025T1,2025,Vodafone,785.88,5809.17,0.13528266516559165,1,14671314.0,518913.45999999996,48767.0,11191.0,573852.0,657453.9166666666,3235.07,2423.0,416.91,2615442.0,14126087.0,11592538.0,0.0,2876719.0,1.4487179487179487,1.7345298235247504,792.31,822.17,0.0,0.035369255950762145
